Name,Label,Country_specific,Scale_type,Type,Format,Valid,Invalid,Question,Group
uemp3m,Ever unemployed and seeking work for a period more than three months,no,binary,discrete,numeric-1.0,35781,234,F36 Have you ever been unemployed and seeking work for a period of more than three months?,Group Socio-demographics
uemp12m,Any period of unemployment and work seeking lasted 12 months or more,no,binary,discrete,numeric-1.0,9722,26293,F37 Have any of these periods lasted for 12 months or more?,Group Socio-demographics
uemp5yr,Any period of unemployment and work seeking within last 5 years,no,binary,discrete,numeric-1.0,9732,26283,F38 Have any of these periods been within the past 5 years?,Group Socio-demographics
mbtru,Member of trade union or similar organisation,no,nominal,discrete,numeric-1.0,35778,237,F39 Are you or have you ever been a member of a trade union or similar organisation?,Group Socio-demographics
hincsrca,Main source of household income,no,nominal,discrete,numeric-2.0,35450,565,F40 Please consider the income of all household members and any income which may be received by the household as a whole. What is the main source of income in your household?,Group Socio-demographics
hinctnta,"Household's total net income, all sources",no,ordinal,discrete,numeric-2.0,28712,7303,"F41 Using this card, please tell me which letter describes your household's total income, after tax and compulsory deductions, from all sources? If you don't know the exact figure, please give an estimate. Use the part of the card that you know best: weekly, monthly or annual income.",Group Socio-demographics
hincfel,Feeling about household's income nowadays,no,ordinal,discrete,numeric-1.0,35465,550,F42 Which of the descriptions on this card comes closest to how you feel about your household's income nowadays?,Group Socio-demographics
iincsrc,Respondent's main source of income,no,nominal,discrete,numeric-2.0,27456,8559,F42a Now please consider your own individual income. What is your main source of income?,Group Socio-demographics
edulvlpb,Partner's highest level of education,no,nominal,discrete,numeric-4.0,20450,15565,F44 What is the highest level of education your husband/wife/partner has successfully completed?,Group Socio-demographics
eiscedp,"Partner's highest level of education, ES - ISCED",yes,nominal,discrete,numeric-2.0,20450,15565,"F44 Generated variable: Partner's highest level of education, ES - ISCED",Group Socio-demographics
edlvpeat,"Partner's highest level of education, Austria",yes,nominal,discrete,numeric-4.0,1336,3467,F44AT What is the highest level of education your husband/wife/partner has successfully completed? (Austria),Group Socio-demographics
edlvpebe,"Partner's highest level of education, Belgium",yes,nominal,discrete,numeric-4.0,1091,34924,F44BE What is the highes level of education your husband/wife/partner has successfully completed? (Belgium),Group Socio-demographics
edlvpebg,"Partner's highest level of education, Bulgaria",yes,nominal,discrete,numeric-4.0,1205,34810,F44BG What is the highes level of education your husband/wife/partner has successfully completed? (Bulgaria),Group Socio-demographics
edlvpdch,"Partner's highest level of education, Switzerland",yes,nominal,discrete,numeric-4.0,938,35077,F44CH What is the highest level of education your husband/wife/partner has successfully completed? (Switzerland),Group Socio-demographics
edlvpgcy,"Partner's highest level of education, Cyprus",yes,nominal,discrete,numeric-4.0,479,35536,F44CY What is the highest level of education your husband/wife/partner has successfully completed? (Cyprus),Group Socio-demographics
edlvpdcz,"Partner's highest level of education, Czechia",yes,nominal,discrete,numeric-4.0,1383,34632,F44CZ What is the highest level of education your husband/wife/partner has successfully completed? (Czechia),Group Socio-demographics
edupbde1,"Partner's highest level of education, Germany:
h??chster allgemeinbildender Schulabschluss",yes,nominal,discrete,numeric-4.0,1474,34541,F44DE1 What is the highest level of education your husband/wife/partner has successfully completed? (Germany 1),Group Socio-demographics
edupade2,"Partner's highest level of education, Germany:
h??chster Studienabschluss",yes,nominal,discrete,numeric-4.0,1474,34541,F44DE2 What is the highest level of education your husband/wife/partner has successfully completed? (Germany 2),Group Socio-demographics
edupade3,"Partner's highest level of education, Germany: h??chster
Ausbildungsabschluss",yes,nominal,discrete,numeric-4.0,1471,34544,F44DE3 What is the highest level of education your husband/wife/partner has successfully completed? (Germany 3),Group Socio-demographics
edlvpdee,"Partner's highest level of education, Estonia",yes,nominal,discrete,numeric-4.0,1115,34900,F44EE What is the highest level of education your husband/wife/partner has successfully completed? (Estonia),Group Socio-demographics
edlvpdfi,"Partner's highest level of education, Finland",yes,nominal,discrete,numeric-4.0,1081,34934,F44FI What is the highest level of education your husband/wife/partner has successfully completed? (Finland),Group Socio-demographics
edlvpdfr,"Partner's highest level of education, France",yes,nominal,discrete,numeric-4.0,1024,34991,F44FR What is the highest level of education your husband/wife/partner has successfully completed? (France),Group Socio-demographics
edupcgb1,"Partner's highest level of education, United Kingdom: Up to 2 or more A-levels or equivalent",yes,nominal,discrete,numeric-4.0,1121,34894,F44GB1 What is the highest level of education your husband/wife/partner has successfully completed? (United Kingdom 1),Group Socio-demographics
edupbgb2,"Partner's highest level of education, United Kingdom: Up to Ph.D or equivalent",yes,nominal,discrete,numeric-4.0,1112,34903,F44GB2 What is the highest level of education your husband/wife/partner has successfully completed? (United Kingdom 2),Group Socio-demographics
edagepgb,"Partner's age when completed full time education, United Kingdom",yes,nominal,continuous,numeric-4.0,1127,34888,F44GB3 How old was your husband/ wife/partner when they completed continuous full-time education? (United Kingdom),Group Socio-demographics
edlvpdhu,"Partner's highest level of education, Hungary",yes,nominal,discrete,numeric-4.0,898,35117,F44HU What is the highest level of education your husband/wife/partner has successfully completed? (Hungary),Group Socio-demographics
edlvpdie,"Partner's highest level of education, Ireland",yes,nominal,discrete,numeric-4.0,1180,34835,F44IE What is the highest level of education your husband/wife/partner has successfully completed? (Ireland),Group Socio-demographics
edlvpeit,"Partner's highest level of education, Italy",yes,nominal,discrete,numeric-4.0,1498,34517,F44IT What is the highest level of education your husband/wife/partner has successfully completed? (Italy),Group Socio-demographics
edlvpenl,"Partner's highest level of education, Netherlands",yes,nominal,discrete,numeric-4.0,1060,34955,F44NL What is the highest level of education your husband/wife/partner has successfully completed? (Netherlands),Group Socio-demographics
edlvpdno,"Partner's highest level of education, Norway",yes,nominal,discrete,numeric-4.0,871,35144,F44NO What is the highest level of education your husband/wife/partner has successfully completed? (Norway),Group Socio-demographics
edlvpfpl,"Partner's highest level of education, Poland",yes,nominal,discrete,numeric-4.0,886,35129,F44PL What is the highest level of education your husband/wife/partner has successfully completed? (Poland),Group Socio-demographics
edlvpdrs,"Partner's highest level of education, Serbia",yes,nominal,discrete,numeric-4.0,1001,35014,F44RS What is the highest level of education your husband/wife/partner has successfully completed? (Serbia),Group Socio-demographics
edlvpesi,"Partner's highest level of education, Slovenia",yes,nominal,discrete,numeric-4.0,821,35194,F44SI What is the highest level of education your husband/wife/partner has successfully completed? (Slovenia),Group Socio-demographics
pdwrkp,Partner doing last 7 days: paid work,no,binary,discrete,numeric-1.0,36015,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? In paid work (or away temporarily) (employee, self- employed, working for your family business)",Group Socio-demographics
edctnp,Partner doing last 7 days: education,no,binary,discrete,numeric-1.0,36015,0,F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? In education (not paid for by employer) even if on vacation,Group Socio-demographics
uemplap,"Partner doing last 7 days: unemployed, actively looking for job",no,binary,discrete,numeric-1.0,36015,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Unemployed
and actively looking for a job",Group Socio-demographics
uemplip,"Partner doing last 7 days: unemployed, not actively looking for job",no,binary,discrete,numeric-1.0,36015,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Unemployed, wanting a job but not actively looking for a job",Group Socio-demographics
dsbldp,Partner doing last 7 days: permanently sick or disabled,no,binary,discrete,numeric-1.0,36015,0,F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Permanently sick or disabled,Group Socio-demographics
rtrdp,Partner doing last 7 days: retired,no,binary,discrete,numeric-1.0,36015,0,F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Retired,Group Socio-demographics
cmsrvp,Partner doing last 7 days: community or military service,no,binary,discrete,numeric-1.0,36015,0,F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? In community or military service,Group Socio-demographics
hswrkp,"Partner doing last 7 days: housework, looking after children, others",no,binary,discrete,numeric-1.0,36015,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Doing housework, looking after children or other persons",Group Socio-demographics
dngothp,Partner doing last 7 days: other,no,binary,discrete,numeric-1.0,36015,0,F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Other,Group Socio-demographics
dngdkp,Partner doing last 7 days: don't know,no,binary,discrete,numeric-1.0,36015,0,F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Don't know,Group Socio-demographics
dngnapp,Partner doing last 7 days: not applicable,no,binary,discrete,numeric-1.0,36015,0,F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Not applicable,Group Socio-demographics
dngrefp,Partner doing last 7 days: refusal,no,binary,discrete,numeric-1.0,36015,0,F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Refusal,Group Socio-demographics
dngnap,Partner doing last 7 days: no answer,no,binary,discrete,numeric-1.0,36015,0,F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? No answer,Group Socio-demographics
mnactp,Partner's main activity last 7 days,no,nominal,discrete,numeric-2.0,2068,33947,F45c And which of the descriptions on this card best describes his/her situation (in the last 7 days)?,Group Socio-demographics
crpdwkp,"Partner, control paid work last 7 days",no,binary,discrete,numeric-1.0,7934,28081,"F46 Can I just check, did he/she do any paid work (of an hour or more) in the last 7 days?",Group Socio-demographics
isco08p,"Occupation partner, ISCO08",no,nominal,discrete,numeric-5.0,12241,23774,"F47-49 What is the name or title of his/ her main job? In his/her main job, what kind of work does he/she do most of the time? What training or qualifications are needed for the job?",Group Socio-demographics
emprelp,Partner's employment relation,no,nominal,discrete,numeric-1.0,12584,23431,F50 In his/her main job is he/she...,Group Socio-demographics
wkhtotp,"Hours normally worked a week in main job overtime included, partner",no,continuous,continuous,numeric-3.0,11897,24118,F51 How many hours does he/she normally work a week (in his/her main job)? Please include any paid or unpaid overtime.,Group Socio-demographics
edulvlfb,Father's highest level of education,no,nominal,discrete,numeric-4.0,32898,3117,F52 What is the highest level of education your father successfully completed?,Group Socio-demographics
eiscedf,"Father's highest level of education, ES - ISCED",yes,nominal,discrete,numeric-2.0,32898,3117,"F52 Generated variable: Father's highest level of education, ES - ISCED",Group Socio-demographics
edlvfeat,"Father's highest level of education, Austria",yes,nominal,discrete,numeric-4.0,2392,33623,F52AT What is the highest level of education your father successfully completed? (Austria),Group Socio-demographics
edlvfebe,"Father's highest level of education, Belgium",yes,nominal,discrete,numeric-4.0,1557,34458,F52BE What is the highest level of education your father successfully completed? (Belgium),Group Socio-demographics
edlvfebg,"Father's highest level of education, Bulgaria",yes,nominal,discrete,numeric-4.0,2047,33968,F52BG What is the highest level of education your father successfully completed? (Bulgaria),Group Socio-demographics
edlvfdch,"Father's highest level of education, Switzerland",yes,nominal,discrete,numeric-4.0,1431,34584,F52CH What is the highest level of education your father successfully completed? (Switzerland),Group Socio-demographics
edlvfgcy,"Father's highest level of education, Cypurs",yes,nominal,discrete,numeric-4.0,770,35245,F52CY What is the highest level of education your father successfully completed? (Cyprus),Group Socio-demographics
edlvfdcz,"Father's highest level of education, Czechia",yes,nominal,discrete,numeric-4.0,2269,33746,F52CZ What is the highest level of education your father successfully completed? (Czechia),Group Socio-demographics
edufbde1,"Father's highest level of education, Germany:
h??chster allgemeinbildender Schulabschluss",yes,nominal,discrete,numeric-4.0,2042,33973,F52DE1 What is the highest level of education your father successfully completed? (Germany 1),Group Socio-demographics
edufade2,"Father's highest level of education, Germany:
h??chster Studienabschluss",yes,nominal,discrete,numeric-4.0,2150,33865,F52DE2 What is the highest level of education your father successfully completed? (Germany 2),Group Socio-demographics
edufade3,"Father's highest level of education, Germany: h??chster
Ausbildungsabschluss",yes,nominal,discrete,numeric-4.0,2053,33962,F52DE3 What is the highest level of education your father successfully completed? (Germany 3),Group Socio-demographics
edlvfdee,"Father's highest level of education, Estonia",yes,nominal,discrete,numeric-4.0,1775,34240,F52EE What is the highest level of education your father successfully completed? (Estonia),Group Socio-demographics
edlvfdfi,"Father's highest level of education, Finland",yes,nominal,discrete,numeric-4.0,1670,34345,F52FI What is the highest level of education your father successfully completed? (Finland),Group Socio-demographics
edlvfdfr,"Father's highest level of education, France",yes,nominal,discrete,numeric-4.0,1633,34382,F52FR What is the highest level of education your father successfully completed? (France),Group Socio-demographics
edufcgb1,"Father's highest level of education, United Kingdom: Up to 2 or more A-levels or equivalent",yes,nominal,discrete,numeric-4.0,1783,34232,F52GB1 What is the highest level of education your father successfully completed? (United Kingdom 1),Group Socio-demographics
edufbgb2,"Father's highest level of education, United Kingdom: Up to Ph.D or equivalent",yes,nominal,discrete,numeric-4.0,1780,34235,F52GB2 What is the highest level of education your father successfully completed? (United Kingdom 2),Group Socio-demographics
edagefgb,"Father's age when completed full time education, United Kingdom",yes,nominal,discrete,numeric-4.0,1670,34345,F52GB3 How old was your father when he completed continuous full-time education? (United Kingdom),Group Socio-demographics
edlvfdhu,"Father's highest level of education, Hungary",yes,nominal,discrete,numeric-4.0,1567,34448,F52HU What is the highest level of education your father successfully completed? (Hungary),Group Socio-demographics
edlvfdie,"Father's highest level of education, Ireland",yes,nominal,discrete,numeric-4.0,2046,33969,F52IE What is the highest level of education your father successfully completed? (Ireland),Group Socio-demographics
edlvfeit,"Father's highest level of education, Italy",yes,nominal,discrete,numeric-4.0,2636,33379,F52IT What is the highest level of education your father successfully completed? (Italy),Group Socio-demographics
edlvfenl,"Father's highest level of education, Netherlands",yes,nominal,discrete,numeric-4.0,1439,34576,F52NL What is the highest level of education your father successfully completed? (Netherlands),Group Socio-demographics
edlvfdno,"Father's highest level of education, Norway",yes,nominal,discrete,numeric-4.0,1301,34714,F52NO What is the highest level of education your father successfully completed? (Norway),Group Socio-demographics
edlvffpl,"Father's highest level of education, Poland",yes,nominal,discrete,numeric-4.0,1332,34683,F52PL What is the highest level of education your father successfully completed? (Poland),Group Socio-demographics
edlvfdrs,"Father's highest level of education, Serbia",yes,nominal,discrete,numeric-4.0,1976,34039,F52RS What is the highest level of education your father successfully completed? (Serbia),Group Socio-demographics
edlvfesi,"Father's highest level of education, Slovenia",yes,nominal,discrete,numeric-4.0,1234,34781,F52SI What is the highest level of education your father successfully completed? (Slovenia),Group Socio-demographics
emprf14,Father's employment status when respondent 14,no,nominal,discrete,numeric-1.0,34648,1367,"F53 When you were 14, did your father work as an employee, was he self- employed, or was he not working then?",Group Socio-demographics
occf14b,Father's occupation when respondent 14,no,nominal,discrete,numeric-2.0,30612,5403,F55 Which of the descriptions on this card best describes the sort of work he did when you were 14?,Group Socio-demographics
edulvlmb,Mother's highest level of education,no,nominal,discrete,numeric-4.0,33891,2124,F56 What is the highest level of education your mother successfully completed?,Group Socio-demographics
eiscedm,"Mother's highest level of education, ES - ISCED",yes,nominal,discrete,numeric-2.0,33891,2124,"F56 Generated variable: Mother's highest level of education, ES - ISCED",Group Socio-demographics
edlvmeat,"Mother's highest level of education, Austria",yes,nominal,discrete,numeric-4.0,2454,33561,F56AT What is the highest level of education your mother successfully completed? (Austria),Group Socio-demographics
edlvmebe,"Mother's highest level of education, Belgium",yes,nominal,discrete,numeric-4.0,1617,34398,F56BE What is the highest level of education your mother successfully completed? (Belgium),Group Socio-demographics
edlvmebg,"Mother's highest level of education, Bulgaria",yes,nominal,discrete,numeric-4.0,2077,33938,F56BG What is the highest level of education your mother successfully completed? (Bulgaria),Group Socio-demographics
edlvmdch,"Mother's highest level of education, Switzerland",yes,nominal,discrete,numeric-4.0,1458,34557,F56CH What is the highest level of education your mother successfully completed? (Switzerland),Group Socio-demographics
edlvmgcy,"Mother's highest level of education, Cyprus",yes,nominal,discrete,numeric-4.0,772,35243,F56CY What is the highest level of education your mother successfully completed? (Cyprus),Group Socio-demographics
edlvmdcz,"Mother's highest level of education, Czechia",yes,nominal,discrete,numeric-4.0,2339,33676,F56CZ What is the highest level of education your mother successfully completed? (Czechia),Group Socio-demographics
edumbde1,"Mother's highest level of education, Germany:
h??chster allgemeinbildender Schulabschluss",yes,nominal,discrete,numeric-4.0,2170,33845,F56DE1 What is the highest level of education your mother successfully completed? (Germany 1),Group Socio-demographics
edumade2,"Mother's highest level of education, Germany:
h??chster Studienabschluss",yes,nominal,discrete,numeric-4.0,2227,33788,F56DE2 What is the highest level of education your mother successfully completed? (Germany 2),Group Socio-demographics
edumade3,"Mother's highest level of education, Germany: h??chster
Ausbildungsabschluss",yes,nominal,discrete,numeric-4.0,2152,33863,F56DE3 What is the highest level of education your mother successfully completed? (Germany 3),Group Socio-demographics
edlvmdee,"Mother's highest level of education, Estonia",yes,nominal,discrete,numeric-4.0,1866,34149,F56EE What is the highest level of education your mother successfully completed? (Estonia),Group Socio-demographics
edlvmdfi,"Mother's highest level of education, Finland",yes,nominal,discrete,numeric-4.0,1704,34311,F56FI What is the highest level of education your mother successfully completed? (Finland),Group Socio-demographics
edlvmdfr,"Mother's highest level of education, France",yes,nominal,discrete,numeric-4.0,1712,34303,F56FR What is the highest level of education your mother successfully completed? (France),Group Socio-demographics
edumcgb1,"Mother's highest level of education, United Kingdom: Up to 2 or more A-levels or equivalent",yes,nominal,discrete,numeric-4.0,1879,34136,F56GB1 What is the highest level of education your mother successfully completed? (United Kingdom 1),Group Socio-demographics
edumbgb2,"Mother's highest level of education, United Kingdom: Up to Ph.D or equivalent",yes,nominal,discrete,numeric-4.0,1885,34130,F56GB2 What is the highest level of education your mother successfully completed? (United Kingdom 2),Group Socio-demographics
edagemgb,"Mother's age when completed full time education, United Kingdom",yes,nominal,discrete,numeric-4.0,1760,34255,F56GB3 How old was your mother when she completed continuous full- time education? (United Kingdom),Group Socio-demographics
edlvmdhu,"Mother's highest level of education, Hungary",yes,nominal,discrete,numeric-4.0,1609,34406,F56HU What is the highest level of education your mother successfully completed? (Hungary),Group Socio-demographics
edlvmdie,"Mother's highest level of education, Ireland",yes,nominal,discrete,numeric-4.0,2049,33966,F56IE What is the highest level of education your mother successfully completed? (Ireland),Group Socio-demographics
edlvmeit,"Mother's highest level of education, Italy",yes,nominal,discrete,numeric-4.0,2672,33343,F56IT What is the highest level of education your mother successfully completed? (Italy),Group Socio-demographics
edlvmenl,"Mother's highest level of education, Netherlands",yes,nominal,discrete,numeric-4.0,1528,34487,F56NL What is the highest level of education your mother successfully completed? (Netherlands),Group Socio-demographics
edlvmdno,"Mother's highest level of education, Norway",yes,nominal,discrete,numeric-4.0,1332,34683,F56NO What is the highest level of education your mother successfully completed? (Norway),Group Socio-demographics
edlvmfpl,"Mother's highest level of education, Poland",yes,nominal,discrete,numeric-4.0,1385,34630,F56PL What is the highest level of education your mother successfully completed? (Poland),Group Socio-demographics
edlvmdrs,"Mother's highest level of education, Serbia",yes,nominal,discrete,numeric-4.0,2007,34008,F56RS What is the highest level of education your mother successfully completed? (Serbia),Group Socio-demographics
edlvmesi,"Mother's highest level of education, Slovenia",yes,nominal,discrete,numeric-4.0,1280,34735,F56SI What is the highest level of education your mother successfully completed? (Slovenia),Group Socio-demographics
emprm14,Mother's employment status when respondent 14,no,nominal,discrete,numeric-1.0,35126,889,"F57 When you were 14, did your mother work as an employee, was she self- employed, or was she not working then?",Group Socio-demographics
occm14b,Mother's occupation when respondent 14,no,nominal,discrete,numeric-2.0,20473,15542,F59 Which of the descriptions on this card best describes the sort of work she did when you were 14?,Group Socio-demographics
atncrse,"Improve knowledge/skills: course/lecture/conference, last 12 months",no,binary,discrete,numeric-1.0,35874,141,"F60 During the last twelve months, have you taken any course or attended any lecture or conference to improve your knowledge or skills for work?",Group Socio-demographics
anctry1,"First ancestry, European Standard Classification of Cultural and Ethnic Groups",no,nominal,discrete,numeric-6.0,35910,105,F61 How would you describe your ancestry? Ancestry 1,Group Socio-demographics
anctry2,"Second ancestry, European Standard Classification of Cultural and Ethnic Groups",no,nominal,discrete,numeric-6.0,7606,28409,F61 How would you describe your ancestry? Ancestry 2,Group Socio-demographics
region,Region,no,nominal,discrete,character-5,36014,1,R Region,Group Socio-demographics
regunit,Regional unit,no,nominal,discrete,numeric-1.0,36015,0,R11 Level of regional unit,Group Socio-demographics
frprtpl,Political system in country ensures everyone fair chance to participate in politics,no,ordinal,discrete,numeric-1.0,34058,1957,"G1 How much would you say that the political system in [country] ensures that everyone has a fair chance to participate in
politics?",Group Justice and Fairness
gvintcz,Government in country takes into account the interests of all citizens,no,ordinal,discrete,numeric-1.0,34737,1278,G2 How much would you say that the government in [country] takes into account the interests of all citizens?,Group Justice and Fairness
poltran,Decisions in country politics are transparent,no,ordinal,discrete,numeric-1.0,34078,1937,"G3 How much would you say that decisions in [country] politics are transparent, meaning that everyone can see how they
were made?",Group Justice and Fairness
ifredu,"Compared other people in country, fair chance achieve level of education I seek",no,ordinal,discrete,numeric-2.0,35023,992,"G4 Compared to other people in [country], I have had a fair chance of achieving the level of education I was seeking",Group Justice and Fairness
ifrjob,"Compared other people in country, fair chance get job I seek",no,ordinal,discrete,numeric-2.0,34379,1636,"G5 Compared to other people in [country], I would have a fair chance of getting the job I was seeking.",Group Justice and Fairness
evfredu,Everyone in country fair chance achieve level of education they seek,no,ordinal,discrete,numeric-2.0,35066,949,"G6 Overall, everyone in [country] has a fair chance of achieving the level of education they seek.",Group Justice and Fairness
evfrjob,Everyone in country fair chance get job they seek,no,ordinal,discrete,numeric-2.0,35121,894,"G7 Overall, everyone in [country] has a fair chance of getting the jobs they seek",Group Justice and Fairness
fvgabc,"Filter variable: ask about pay, pensions, or social benefits",no,nominal,discrete,numeric-1.0,31862,4153,"G8 Filter variable: ask about pay, pensions, or social benefits",Group Justice and Fairness
infqbst,"Your [pay/pensions/social benefits], which frequency do you know best",no,nominal,discrete,numeric-1.0,30919,5096,"G8a/b/c Thinking about your usual pay/pensions/social benefits, which one do you know best?",Group Justice and Fairness
grspnum,What is your usual [weekly/monthly/annual] gross pay,no,continuous,continuous,numeric-9.0,12988,23027,G9a What is your usual weekly/monthly/annual gross pay before tax and compulsory deductions?,Group Justice and Fairness
grsplet,Which letter describes your gross pay,no,nominal,discrete,numeric-2.0,2681,33334,"G10a Would you be able to tell me which letter describes your gross pay? If you don't know the exact figure, please give an
estimate.",Group Justice and Fairness
netinum,Your usual [weekly/monthly/annual] net [pay/pensions/social benefits],no,continuous,continuous,numeric-9.0,23212,12803,"G11a/b/c And what is your usual weekly/monthly/annual net pay/pensions/social benefits after tax and compulsory
deductions?",Group Justice and Fairness
netilet,Which letter describes your net [pay/pensions/social benefits],no,nominal,discrete,numeric-2.0,3602,32413,"G12a/b/c Would you be able to tell me which letter describes your net pay/pensions/social benefits? If you don't know the
exact figure, please give an estimate",Group Justice and Fairness
grspfr,"Would you say your gross pay is unfairly low, fair, or unfairly high",no,ordinal,discrete,numeric-1.0,18108,17907,"G13a Would you say your gross pay is unfairly low, fair, or unfairly high?",Group Justice and Fairness
netifr,"Your net [pay/pensions/social benefits] is unfairly low, fair, or unfairly high",no,ordinal,discrete,numeric-1.0,30137,5878,"G14a/b/c Would you say your net pay/pensions/social benefits is unfairly low, fair, or unfairly high?",Group Justice and Fairness
frlgrsp,Fair level of [weekly/monthly/annual] gross pay for you,no,continuous,continuous,numeric-9.0,8384,27631,"G15a In your opinion, what would be a fair level of weekly/monthly/annual gross pay for you?",Group Justice and Fairness
frlneti,Fair level of [weekly/monthly/annual] net [pay/pensions/social benefits] for you,no,continuous,continuous,numeric-9.0,16721,19294,"G16a/b/c In your opinion, what would be a fair level of weekly/monthly/annual net pay/pensions/social benefits for you?",Group Justice and Fairness
occinfr,"Net [pay/pensions/social benefits] of people same occupation as you in country, how fair",no,ordinal,discrete,numeric-1.0,29088,6927,"G17a/b/c In general, do you think the pay of people who work in the same occupation as you in [country] is unfairly low,
fair, or unfairly high? In general, do you think the incomes from pensions of people who worked in the same occupation as
you in [country] are unfairly low, fair, or unfairly high? In general, do you think the incomes from social benefits of people
receiving social benefits in [country] are unfairly low, fair, or unfairly high?",Group Justice and Fairness
topinfr,"Top 10% full-time employees in country, earning more than [amount], how fair",no,ordinal,discrete,numeric-1.0,32880,3135,"G18 Please think about the top 10% of employees working full-time in [country], earning more than [amount per month or
per year]. In your opinion, are these incomes unfairly low, fair, or unfairly high? Please think generally about people earning
this level of incomes",Group Justice and Fairness
btminfr,"Bottom 10% full-time employees in country, earning less than [amount], how fair",no,ordinal,discrete,numeric-1.0,33984,2031,"G19 And now please think about the bottom 10% of employees working full-time in [country], earning less than [amount
per month or per year]. In your opinion, are these incomes unfairly low, fair, or unfairly high? Please think generally about
people earning this level of incomes.",Group Justice and Fairness
wltdffr,"Differences in wealth in country, how fair",no,ordinal,discrete,numeric-1.0,33472,2543,"G20 In your opinion, are differences in wealth in [country] unfairly small, fair, or unfairly large?",Group Justice and Fairness
recskil,Influence decision to recruit in country: person's knowledge and skills,no,ordinal,discrete,numeric-1.0,35185,830,"G21-25 In your opinion, how much influence does each of the following factors have on the decision to recruit or not to
recruit a person for a job in [country]? The person's knowledge and skills.",Group Justice and Fairness
recexp,Influence decision to recruit in country: person's on-the-job experience,no,ordinal,discrete,numeric-1.0,35252,763,"G21-25 In your opinion, how much influence does each of the following factors have on the decision to recruit or not to
recruit a person for a job in [country]? The person's on-the-job experience.",Group Justice and Fairness
recknow,Influence decision to recruit in country: person knows someone in organisation,no,ordinal,discrete,numeric-1.0,34937,1078,"G21-25 In your opinion, how much influence does each of the following factors have on the decision to recruit or not to
recruit a person for a job in [country]? Whether the person knows someone in the organisation.",Group Justice and Fairness
recimg,Influence decision to recruit in country: person has immigrant background,no,ordinal,discrete,numeric-1.0,32559,3456,"G21-25 In your opinion, how much influence does each of the following factors have on the decision to recruit or not to
recruit a person for a job in [country]? Whether the person has an immigrant background.",Group Justice and Fairness
recgndr,Influence decision to recruit in country: person's gender,no,ordinal,discrete,numeric-1.0,34287,1728,"G21-25 In your opinion, how much influence does each of the following factors have on the decision to recruit or not to
recruit a person for a job in [country]? The person's gender.",Group Justice and Fairness
sofrdst,Society fair when income and wealth is equally distributed,no,ordinal,discrete,numeric-1.0,35226,789,"G26-32 There are many different views as to what makes a society fair or unfair. How much do you agree or disagree with
each of the following statements? A society is fair when income and wealth are equally distributed among all people",Group Justice and Fairness
sofrwrk,Society fair when hard-working people earn more than others,no,ordinal,discrete,numeric-1.0,35384,631,"G26-32 There are many different views as to what makes a society fair or unfair. How much do you agree or disagree with
each of the following statements? A society is fair when hard-working people earn more than others.",Group Justice and Fairness
sofrpr,"Society fair when takes care of poor and in need, regardless of what give back",no,ordinal,discrete,numeric-1.0,35289,726,"G26-32 There are many different views as to what makes a society fair or unfair. How much do you agree or disagree with
each of the following statements? A society is fair when it takes care of those who are poor and in need regardless of what
they give back to society.",Group Justice and Fairness
sofrprv,Society fair when people from families with high social status enjoy privileges,no,ordinal,discrete,numeric-1.0,34730,1285,"G26-32 There are many different views as to what makes a society fair or unfair. How much do you agree or disagree with
each of the following statements? A society is fair when people from families with high social status enjoy privileges in their
lives.",Group Justice and Fairness
ppldsrv,"By and large, people get what they deserve",no,ordinal,discrete,numeric-1.0,35164,851,"G26-32 There are many different views as to what makes a society fair or unfair. How much do you agree or disagree with
each of the following statements? I think that, by and large, people get what they deserve.",Group Justice and Fairness
jstprev,Confident that justice always prevails over injustice,no,ordinal,discrete,numeric-1.0,35141,874,"G26-32 There are many different views as to what makes a society fair or unfair. How much do you agree or disagree with
each of the following statements? I am confident that justice always prevails over injustice.",Group Justice and Fairness
pcmpinj,Convinced that in the long run people compensated for injustices,no,ordinal,discrete,numeric-1.0,34633,1382,"G26-32 There are many different views as to what makes a society fair or unfair. How much do you agree or disagree with
each of the following statements? I am convinced that in the long run people will be compensated for injustices.",Group Justice and Fairness
ipcrtiv,Important to think new ideas and being creative,no,ordinal,discrete,numeric-1.0,35146,869,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. Thinking up new ideas and being creative is important to her/him. She/he likes to do things in her/his own original way.,Group Human values
